# GALAXY CONFIGURATION FILE
# Syntax:
# <mass> <positionX> <positionY> <speedX> <speedY>
	277028053971074000000	22423455165699100000	-94865849288180500000	8727311	7073961
	260488538856152000000	16256277402862900000	-42536225076764800000	-7041144	8738091
	203902779399880000000	-19628233881667300000	-21891064476221800000	6923126	-3092261
	877015345201362000	53808792121708400000	79445771081373100000	7016250	-7526046
	19975809635554700000	-74618848972022500000	7998829521238800000	-4066793	4482078
	100879696669710000000	59632175043225300000	-60700077284127500000	8098685	-679570
	261197748388286000000	69440418435260600000	18728982657194100000	-1607421	-6861034
	31177201571390300000	-76416378142312200000	24236773606389800000	-3000355	-2061623
	146208303415922000000	-59927268745377700000	-72448983788490300000	-7091557	-8010826
	13075735462239900000	45613420987501700000	43205498345196200000	-473537	1388367
	253170060609878000000	-41304460866376800000	-26826902665197800000	633783	6042047
	127457783515291000000	-42049213033169500000	61712019331753200000	-37192	-755782
	30907996064990300000	16050606034696100000	59315162431448700000	-3074291	-9374582
	134641046747304000000	-17343217320740200000	-89089583931490800000	5861430	-8231712
	142185160674336000000	-23821977339685000000	-93899724865332200000	-9501752	1229716
	237858039131838000000	-71566680725663900000	-14875494735315400000	3370197	3132070
	153222858358737000000	9081252850592140000	-41308264015242500000	-2394706	-108767
	7246063775982940000	10831063473597200000	-20677557028830100000	5175382	8689518
	298331364008878000000	13895751675590900000	-24567670235410300000	9204697	3407131
	184848777711067000000	-82801066851243400000	-31922316458076200000	9043082	6284542
	254370039414181000000	50354543933644900000	86767025245353600000	-5787099	-4967057
	115907240515433000000	5985632026568050000	56162850605323900000	-2723430	-6124764
	33116106100238400000	74037627549842000000	86151062510907700000	-7717734	7829813
	215769294648843000000	-27856186311692000000	90612469520419800000	3146115	3126641
	127879767906256000000	-69978910870850100000	5424279207363720000	7090264	3232207
	291438391938145000000	86768930265680000000	18328058766201100000	1231900	8674839
	6972268773799760000	-8234118018299350000	31345420889556400000	4343039	-4350636
	262470937494370000000	40429839026182900000	2915163664147250000	8303913	-5924806
	162630104732369000000	54138427460566200000	77285882225260100000	-5037986	2324181
	145167685154162000000	61677365237847000000	-2209509490057820000	-446054	982338
	32772195873553200000	-96358972135931200000	725932698696860000	-3534638	9890566
	28756370718591200000	24498408613726500000	72546151559799900000	-721650	5317318
	47895016285489600000	57047770638018800000	36621687421575200000	174951	996872
	274544110112342000000	-64485069084912500000	96860616095364100000	4436668	-6067357
	84290586208587800000	58174766227603000000	28193799359723900000	7703292	2155475
	98035524749591000000	19376237131655200000	-74927553394809400000	-1380731	3058218
	7521585374614920000	-26153850089758600000	62852154299616800000	-2207714	-2492283
	8188501989948800000	39727531932294400000	-10775470826774800000	-3382327	7417108
	122570863106040000000	36444159643724600000	-20989126106724100000	-6908023	-3323029
	167397397621332000000	-39989406662061800000	-72216382669284900000	-1605013	-8638139
	122917303471613000000	-33281456632539600000	-28299131290987100000	-8201446	6365415
	280178213371126000000	7331491773948070000	75387797039002200000	8030254	24095
	153526392463790000000	89189419616013800000	-18350178794935400000	-1995008	2201815
	286109585353077000000	50599556183442500000	-49737756466493000000	-8290854	-7027103
	210711564823820000000	-91655385168269300000	-91185876168310600000	2147704	2453726
	188173972598534000000	6085814954712990000	8426614245399840000	2407204	-1503944
	82649226795241200000	30376487039029600000	-41820176877081400000	-1344246	-2210357
	83872295710037700000	-81946901883930000000	89583561848849100000	-1267586	-1296445
	125755483957467000000	-20014552678912900000	-54698107670992600000	1493636	5951577
	238476551535291000000	-4814630281180140000	12997043691575500000	3609819	3562522
	211123538042706000000	60216619726270400000	-61297416407614900000	66789	7681840
	97217633308638100000	98669023765251000000	81079149199649700000	1836660	-7177959
	157523110645218000000	37225420493632600000	-11148477066308300000	872292	8939646
	191820022456825000000	85312737477943300000	-16560794180259100000	1986803	9518750
	42932946986414700000	-67009335942566400000	71238441579043900000	-1599017	5975911
	2396638358451190000	-55691940290853400000	15302201779559300000	8978079	-8530788
	182910879985133000000	10439257975667700000	-35696568712592100000	3861441	-2726006
	298685866620841000000	38109285710379500000	-52219348074868300000	-4251760	-1521664
	250524544231728000000	39452545251697300000	-9502367023378610000	4393844	6272929
	211549677957864000000	-8409161260351540000	88982293242588600000	-719295	-5673019
	80172229625154100000	-19579656189307600000	-98656888958066700000	6712469	5554457
	17632457135404000000	-50790202571079100000	77713687252253300000	9612897	8534937
	50737633996393800000	31397251784801500000	-59984772698953700000	-6000316	-5445658
	210138982372528000000	-83183383056893900000	-29960501892492200000	5954292	-4269257
	299422299086749000000	-84495357470586900000	14122587163001300000	7556723	-3059970
	67602294065581200000	-3714389819651850000	20618148474022700000	8959762	-568137
	117509555896668000000	-61437692772597100000	-89359751949086800000	-1455901	-2188350
	232739412538542000000	-43086640210822200000	57510497095063300000	-678095	3064007
	10740518968981000000	-2517028152942660000	9167809272184960000	-8508227	6007383
	154617804400512000000	66284614801406900000	-43410930037498500000	-5393210	8893914
	245447874651582000000	-51010848861187700000	52481289347633700000	2723046	3083991
	192708167702617000000	-55850827973336000000	-51002140482887600000	-2866713	3609212
	183039347519983000000	62752853054553300000	-21796380029991300000	-4106485	4369175
	75543956842411800000	1494605327025060000	62471088720485600000	9414111	-548543
	263968579109673000000	-60782377421855900000	6920820847153660000	-6322895	-6602619
	98434792233057600000	-64232664089649900000	48713333345949600000	6854463	5255592
	33617383449990300000	-23810555273667000000	90215458534657900000	6687635	221829
	189829725507727000000	1765821408480410000	58615070534870000000	9963669	-1377360
	145660776205771000000	-678703282028429000	-20878180814906900000	7265969	-8134379
	218623977929446000000	19995480449870200000	38511504558846400000	-8624083	1376608
	271211300500773000000	-3336168499663470000	-34969504876062300000	2197223	-5170083
	52567844113459100000	-9427962638437740000	68269053101539600000	5160871	4847327
	232322505747894000000	-25679630041122400000	81692834245041000000	7768326	488160
	146827416729980000000	1707617240026600000	93121281499043100000	6661895	6365572
	237214076491373000000	-62800845643505500000	20683363033458600000	7723695	-441220
