# GALAXY CONFIGURATION FILE
# Syntax:
# <mass> <positionX> <positionY> <speedX> <speedY>
# SLOW SIMULATION
	12727161305910e45	0	0	23508	43098
	6050710160238	4800941310822960000000	7083381148986520000000	-8061	27390
	5050710160268	4800941345822960000000	7083581148986510000000	-8043	22900
	28205482010823	7659564614295960000000	6538236374035480000000	41957	30191
	22729752804898	7876794096082450000000	8749324767850340000000	-75085	-45735
	14912896575080	1326335617341100000000	-6373473373241720000000	89123	-36198
	25711298582703	6108620348386470000000	-6014491938985880000000	8441	-61446
	9687780530634	-3311362173408270000000	1680198959074910000000	-21009	27092
	16012670173706	-2836822136305270000000	-1300342655740680000000	-67728	49511
	3525246680295	-2760688941925760000000	-9250341532751920000000	-48886	-18668
	3575054312474	-7361750719137490000000	-8183166934177280000000	-70079	-7289
	6353508582408	-4065777845680710000000	3671199986711140000000	-2195	29880
	3122263051569	-5715077021159230000000	-2678302759304640000000	-93009	12951
	25608236654010	8617496453225610000000	5533352605998520000000	-13550	-2764
	25173611831619	-4370537241920830000000	3174926307983700000000	-51262	97603
	28966070072144	3777922210283580000000	9146411037072540000000	57585	76623
	9708130298392	-3499646340496840000000	-1984520093537870000000	17100	-30080
	17755799765885	5232573547400530000000	3441753857769070000000	7932	-42211
	22743719176878	7115845126099890000000	6514745685271920000000	11392	7031
	11329738807445	2903330437839030000000	-2538283057510850000000	92294	-52432
	9157464126497	8403873071074640000	4720365987159310000000	-55358	2324
	16622173978807	-2762741069309410000000	6889179628342390000000	-82151	27798
	24820126313763	-3037919616326690000000	596890999004244000000	13164	10867
	24740499153198	7741445777937770000000	1630230322480200000000	-64921	-84249
	14107982675848	-8765902444720270000000	332600111141801000000	-21904	60184
	8530139054730	432245321571827000000	5460425512865190000000	47307	-80567
	10791769044963	9476785645820200000000	-3295323085039850000000	9154	33864
	16808303578314	-6601742869243030000000	-7912649083882570000000	-18236	58104
	22051517517003	2568311663344500000000	7959284163080160000000	78045	-98999
	20239221054339	-7563729770481590000000	-6860081283375620000000	-23391	95106
	29047818603390	358493076637388000000	4880148577503860000000	83205	2930
	11925888739247	-9598371689207850000000	-3006696943193670000000	-77556	56395
	7276776458858	1785135325044390000000	-9873516410589220000000	74396	92813
	13471731484588	-9726533736102280000000	-5376582541503010000000	58422	-71668
	18827563388157	-2137459781952200000000	-1524869985878470000000	-76	46860
	2285062420065	1761118620634080000000	7257633423432710000000	43654	-81338
	5625669554737	6257446887902920000000	8259637858718630000000	61753	-17117
	3838600704306	1994451242499050000000	1376073532737790000000	-19271	78036
	349838985758	-2961093960329890000000	6060370253399020000000	22101	-96522
	15421259542857	-8939308160915970000000	-3176789521239700000000	-94405	3242
	24797893437324	9231535713188350000000	-4841975490562620000000	76379	-18041
	12920972834318	239765117876233000000	-3830195469781760000000	68254	-52109
	15342459905031	-8279605684801940000000	-4544205064885320000000	13824	-88047
	6234841359406	5464794454164800000000	2758480538614090000000	63993	75710
	14857419365458	-3195314886979760000000	-5523052993230520000000	-55509	-40047
	17493079706351	-3366949581541120000000	6087717441841960000000	-90839	-33461
	20648238235736	1158896130509670000000	6617175037972630000000	45797	-55550
	12192516650632	5291146198287610000000	1940481085330250000000	-8124	92591
	7534689564258	6254019606858490000000	3875288120470940000000	-86090	22076
	15245982591249	7567228479310870000000	1372669916599990000000	29551	2631
	6355512308399	935013168491423000000	-3396773971617220000000	-30878	59563
	29774984078832	-119724506512284000000	-5472786473110320000000	-29130	-23272
	18420421135519	-1080872360616920000000	-9373732567764820000000	-47904	79770
	10460952362092	-9057452450506390000000	-8216586904600260000000	68799	-57636
	20063747680164	2242248728871350000000	7374632647261020000000	25447	-32011
	20281001899042	-1542257680557670000000	2371762329712510000000	-20514	-70150
	24230102531356	-1435815161094070000000	-1504698847420510000000	-52598	-62885
	19787588237552	3223081198520960000000	-7897359714843330000000	25869	32576
	2012867357791	-559120709076524000000	2649727216921750000000	-77243	18232
	4546830466506	4597298195585610000000	-8177005858160560000000	99019	-51960
	10147622056375	-5809394908137620000000	6587501019239430000000	-69075	-33668
	11850550510501	5662547387182710000000	-6570761995390060000000	38647	68078
	25838893874456	-5875571747310460000000	4145644665695730000000	3195	65789
	27963119905931	9366691699251530000000	-8031851332634690000000	35582	-48412
	14911615661858	2483772533014420000000	-2862659124657510000000	15260	-64388
	22778569559544	8881739573553200000000	2369829453527250000	-55514	-94924
	3417555235652	3855452244170010000000	-6868232288397850000000	43925	79292
	25863286626386	-8220378304831680000000	-8214360093697910000000	-23429	-73672
	24717428325489	3953601610846820000000	-1885647559538480000000	-47974	76840
	18732847089879	525548718869686000000	-7801204752177000000000	-46418	91971
	26395046470105	-2075621965341270000000	8805057085119190000000	-46878	28478
	24403072438483	-4102951684035360000000	-3874861258082090000000	-6343	44575
	29417436439265	-4078903300687670000000	1905511240474880000000	-46980	8566
	22202122819610	3394622900523250000000	-643762508407235000000	64817	98978
	28950939039304	-5074133663438260000000	-3263765242882070000000	98965	-4987
	23215133281169	5036133080720900000000	862294267863035000000	97249	36166
	21694825030910	-4942621630616490000000	1770411245524880000000	97792	41156
	16622990279389	-2993037896230820000000	9244311219081280000000	-89062	74733
	22904432914546	8244311623275280000000	-1442099595442410000000	-7467	1102
	7765012563509	5529907667078080000000	-3618218777701260000000	37185	-18041
	1113688413542	6177877685986460000000	-5029046637937430000000	-17285	46634
	1133453939901	1542738215066490000000	-269656907767058000000	43364	-56574
	9775062420987	2664304641075430000000	4370496030896900000000	-57978	43907
	10768848901871	-4597299485467370000000	-1120506213046610000000	-16765	60055
	18537438631733	3139791591092940000000	3403786486014720000000	-79930	4547
